nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
0.33672652,0.3235058,0.32465914,0.3409952,0.34311903,0.44013864,0.43239975,0.5800946,0.56808364,0.71140015,0.7034335,0.70529026,0.70380497,,,,
0.33112133,0.3169021,0.31765112,0.33225095,0.33357248,0.4367829,0.42308545,0.572923,0.5638143,0.7082422,0.68556666,0.7095814,0.7089546,,,,
0.32003736,0.30617687,0.30739468,0.32619697,0.32484925,0.42914677,0.42258072,0.57054234,0.5661907,0.69174194,0.69501126,0.71752566,0.71831334,,,,
0.31655547,0.3025268,0.30157888,0.32142028,0.31954807,0.42851847,0.42267764,0.5719895,0.56653726,0.70793235,0.70355624,0.7304377,0.7271814,,,,
0.3153844,0.30118495,0.30122328,0.32072434,0.3215946,0.42565235,0.42222735,0.5674712,0.5671711,0.6936566,0.70155215,0.72739077,0.7259861,,,,
0.30898,0.2949798,0.29570672,0.3158974,0.31858158,0.42422748,0.42165372,0.5706191,0.56725746,0.7092501,0.6999687,0.7251613,0.7255163,,,,
0.31294876,0.2958931,0.29784894,0.3123314,0.3143001,0.4222951,0.4146138,0.57064736,0.56513107,0.7112009,0.70776343,0.7319502,0.7296251,,,,
0.30889532,0.29241598,0.29518062,0.31015396,0.31153372,0.41894206,0.4155903,0.56024104,0.5666957,0.6903788,0.70643413,0.7378356,0.73381704,,,,
0.29804462,0.28183347,0.28274035,0.30504274,0.3045903,0.4214791,0.41589743,0.5720099,0.56690603,0.7121513,0.7204391,0.73438305,0.7348803,,,,
0.30343783,0.28637436,0.2884026,0.30575365,0.30531666,0.42349514,0.4179182,0.57381237,0.569455,0.7079053,0.712824,0.7325206,0.7309517,,,,
0.3016645,0.28681764,0.2880132,0.30893794,0.30776864,0.42548752,0.41524357,0.57313406,0.5681607,0.7091801,0.70330775,0.73786634,0.7354064,,,,
0.30179504,0.2869112,0.28784847,0.31084985,0.30987895,0.4258425,0.41686136,0.5745763,0.56978405,0.72607946,0.7027632,0.7400162,0.7379317,,,,
0.30574277,0.2906344,0.2916459,0.31284225,0.31179664,0.42324936,0.41605473,0.5696882,0.5658165,0.7031629,0.6999225,0.7265422,0.72736907,,,,
0.31035736,0.2950297,0.2949744,0.31556606,0.31366956,0.42444453,0.41709167,0.5690211,0.5641681,0.70767844,0.69976366,0.7245219,0.72622955,,,,
0.3132705,0.2993551,0.3002368,0.31973428,0.3200534,0.42876983,0.42007422,0.574502,0.56744194,,0.7006538,0.7252402,0.7248132,,,,
0.3150773,0.3028959,0.3030742,0.32481724,0.32455808,0.4365499,0.42816746,0.5687405,0.5663494,0.7037071,0.6885869,0.7324879,0.7299318,,,,
0.3344761,0.31983334,0.32014722,0.3347621,0.33231995,0.4371973,0.4343174,0.57428324,0.5691047,0.71339405,0.69562733,0.72189355,0.720673,,,,
0.34176132,0.3282839,0.33010662,0.34444457,0.34438503,0.44113886,0.4385104,0.57310224,0.56904113,0.707682,0.6937176,0.71770966,0.71876574,,,,
0.36044317,0.34710416,0.34647793,0.35928714,0.35834622,0.45949706,0.4558944,0.5876758,0.5799773,0.7128322,0.70040023,0.7337517,0.7354335,,,,
0.36954364,0.35708666,0.35745558,0.3720748,0.37251303,0.46492136,0.46152127,0.59244674,0.5824647,0.71451247,0.70002264,0.72667253,0.72987497,,,,
0.3786785,0.3645242,0.36724252,0.37657428,0.37823838,0.47007155,0.46409988,0.5946232,0.5911233,0.7115886,0.70377034,0.73043054,0.7306694,,,,
0.3760711,0.3636124,0.36467323,0.37730846,0.37751147,0.46834517,0.46241158,0.5823028,0.56974983,,0.6897583,0.70353484,0.7035698,,,,
,0.36636734,0.36931455,0.37785193,0.37932867,0.46685967,0.46124277,,0.5724149,,0.6837561,0.69361854,0.69485176,,,,
,0.36903012,0.37179098,0.3812841,0.38152632,0.4684847,0.46172985,0.5744352,0.57195914,,0.68665665,0.68845123,0.68955207,,,,
,0.37415308,0.37495852,0.38420784,0.38370568,0.4711679,0.46437275,0.5779011,0.5729806,,0.6851764,0.68748873,0.6875598,,,,
0.3827471,0.37063727,0.37328154,0.38647342,0.38594982,0.4727955,0.46757433,0.581475,0.58701897,,0.6992763,0.6929273,0.6939281,,,,
0.3848099,0.37463042,0.37470073,0.3886103,0.3891812,0.47397754,0.46927747,,0.5861145,,0.69214123,0.68557155,0.6860451,,,,
0.3839326,0.3729902,0.37474975,0.38777113,0.39134723,0.4703496,0.46811718,0.57321846,0.57648534,,,0.68676996,0.6888932,,,,
0.38442987,0.37457824,0.37594438,0.3913533,0.39274383,0.4775105,0.47262907,,0.5862255,,,0.6926714,0.69501483,,,,
0.38324222,0.37230095,0.3748994,0.3885669,0.39113522,0.46744177,0.4691268,0.57083064,0.5808403,,,0.68799627,0.69000906,,,,
0.3841563,0.37418732,0.37542862,0.39044744,0.39092335,0.4705534,0.47122782,0.57102245,0.5786641,,,0.6845848,0.6866888,,,,
0.3861656,0.37671763,0.37764543,0.3917025,0.392006,0.47391197,0.47225046,0.56999207,,,,0.68461776,0.6862745,,,,
0.38761157,0.37726817,,0.3915829,0.3905221,0.47349066,0.46996135,0.57352555,0.5783504,,,0.6880848,0.6903399,,,,
0.38808867,0.37760124,0.3796425,0.39175534,0.39310277,0.47047174,0.46785915,0.5713967,0.57466644,,,0.68438256,0.68629885,,,,
0.38594592,0.3756624,0.37786353,0.39155206,0.3932687,0.4683423,0.46775684,0.56895757,0.57353854,,,0.68122077,0.68301225,,,,
0.38528997,0.37446445,0.37716362,0.39051232,0.39195725,0.47135994,0.4698847,,0.57383525,,0.6811554,0.68144834,0.6841118,,,,
0.38726872,0.37673247,0.37855154,0.3917241,0.39089152,0.4700577,0.46929145,0.5740048,0.5748167,,0.68030757,0.6859026,0.6882822,,,,
0.38633808,0.3749734,0.37725437,0.39032656,0.38995928,0.46821854,0.46685153,0.5721884,0.57425106,0.6911174,0.6856765,0.6861141,0.68768376,,,,
0.3871789,0.37550515,0.3779361,0.38994038,0.3887634,0.46855325,0.46725327,0.5763525,0.58221525,0.69374824,0.6912238,0.69086826,0.6925882,,,,
0.38576496,0.37439367,0.37650287,0.38892812,0.388653,0.46624166,0.4659086,0.573351,0.580469,0.69055593,0.69036096,0.6877204,0.6904876,,,,
0.38458484,0.37306997,0.3752243,0.38776895,0.38785908,0.4690245,0.46627063,0.5764043,0.58066946,0.6903894,0.688979,0.6893587,0.69351804,,,,
,0.37507045,0.3759604,0.39091095,0.38876182,0.47064573,0.46920598,0.5770054,0.5824401,0.6930921,0.6872408,0.69313735,0.6982159,,,,
,0.37619746,0.37705708,0.39124203,0.38884485,0.46935004,0.46696317,0.57813823,0.58006346,0.690853,0.6882848,0.6907145,0.6948599,,,,
,0.37542856,0.37570593,0.3907147,0.38935828,0.46980867,0.4654158,0.57581717,0.5780728,0.6925299,0.6868063,0.6914139,0.69466066,,,,
0.38491067,0.3749972,0.37564462,0.38908336,0.38826415,0.47058243,0.4653173,0.57714283,0.5738106,0.693237,0.68817705,0.6897675,0.69172883,,,,
0.38540477,0.3770064,0.37498206,0.39115608,0.3882448,0.47036666,0.46488473,0.5810543,0.57715636,,0.68766904,0.68976104,0.69318473,,,,
0.3845608,0.37411863,0.37508202,0.3893107,0.38825735,0.4702453,0.46553192,0.57907623,0.57621336,0.69567657,0.68896055,0.690731,0.69599366,,,,
0.38616663,0.3752784,0.37614596,0.38982528,0.3886556,0.46873745,0.46529675,0.57679147,0.5773163,0.69480944,0.6927713,0.68629324,0.691904,,,,
0.38676226,0.37581274,0.3763764,0.38988245,0.38820195,0.46908712,0.4655527,0.57464504,0.5799525,,0.6897589,0.6918793,0.6961342,,,,
0.38430187,0.37389326,0.37397528,0.38864535,0.38677746,0.4721189,0.46659118,0.5830258,0.58453953,,0.6983266,0.6958921,0.6999969,,,,
0.38355958,0.37266433,0.37319022,0.3885461,0.38805073,0.47094375,0.46737224,,0.5850174,,0.70122284,0.700994,0.7044873,,,,
0.38175306,0.37147138,0.37410164,0.38736856,0.3876394,0.46813032,0.46613806,,0.58045435,,0.69795,0.69959164,0.70258063,,,,
0.38381815,,0.37481606,0.3888193,0.38896272,0.4729699,0.4676443,,0.57849073,,0.69446105,0.69929063,0.7036242,,,,
,0.3731773,0.3728598,0.38597012,0.3862662,0.46880996,0.4657112,0.57828724,0.5781938,,0.69165254,0.6953551,0.69962966,,,,
0.38234437,0.37095165,0.3730446,0.38577104,0.3849481,0.46855062,0.46559352,0.58122826,0.5807261,,0.6901207,0.69806737,0.7009515,,,,
0.38351715,0.37124288,,0.3857232,0.38640317,0.4685211,0.4648945,0.5846859,0.57603085,0.71099806,0.6930935,0.70175403,0.7037506,,,,
0.38393575,0.37163132,,0.38772523,0.3885514,0.47430408,0.46736476,0.58589035,0.58594424,0.70151293,0.6953408,0.7105882,0.70985925,,,,
0.38568085,0.37259924,,0.38510334,0.38444012,0.47188646,0.46587324,0.58515406,0.5840944,0.7039694,,0.70626557,0.7050513,,,,
0.38502774,0.37244162,0.3753203,0.38515493,0.38570005,0.4690932,0.46625182,0.5787914,0.5799159,0.6979367,,0.7033509,0.70348036,,,,
0.3831079,0.3740877,0.37408644,0.38394374,0.38756785,0.4704345,0.46524465,0.5855926,0.5813767,0.69988555,0.6932962,0.70710707,0.7070798,,,,
0.38548172,0.37478673,0.37689826,0.38299447,0.38505983,0.4695552,0.4651605,,0.5816122,0.69547737,0.6904893,0.7066679,0.7070789,,,,
,0.37269518,0.3754158,0.38218993,0.38616237,0.4734004,0.46679294,0.5863508,0.5802692,0.70464635,0.6894848,0.70895714,0.70960236,,,,
