nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
0.3882764,0.3797384,0.37959832,0.39139375,0.3914355,0.46634865,0.4691714,0.5550991,0.56853855,,,0.66549337,0.66885483,,,,
0.38928932,0.37747735,0.3796286,0.3906332,0.39222607,0.46924126,0.46883732,0.566568,0.5697203,0.6801765,0.6758033,0.6824059,0.6864383,,,,
0.38550788,0.37511882,0.37620616,0.38994747,0.39226064,0.46801215,0.46757993,0.56920254,0.5744937,0.683715,0.67906094,0.6746198,0.67991245,,,,
0.386137,,0.37649295,0.38810277,0.39175415,0.4683033,0.46716782,0.5718766,0.58059686,0.6889107,0.679645,0.6860582,0.69031763,,,,
0.38594836,0.37487683,0.37736183,0.38864124,0.39357218,0.46846017,0.46704596,0.5706242,0.5757547,0.68331975,0.68059176,0.6829964,0.68841124,,,,
0.3868372,,0.3768873,0.3888528,0.3939857,0.4689268,0.46709487,0.5709819,0.57625943,0.684983,0.68174374,0.68293405,0.68878645,,,,
0.38743883,0.3767564,0.37755805,0.39009973,0.39319143,0.46806917,0.46790057,0.5705654,0.5776395,0.6847434,0.6856402,0.68278474,0.6891121,,,,
0.38617772,,0.37639642,0.39028192,0.39281487,0.4667266,0.46616325,0.57020396,0.5742285,0.6821182,0.68019533,0.6780776,0.6821749,,,,
0.38758954,0.37807584,0.37745592,0.39182776,0.3925887,0.46859202,0.46828175,0.5699167,0.5794136,,,0.68183196,0.6872715,,,,
0.38690192,0.3769376,0.37685776,0.3911338,0.39386672,0.46824571,0.46735573,0.5695511,0.5774331,0.6752951,0.68240213,0.6840336,0.68915546,,,,
0.3855964,,0.376341,0.39057955,0.3937518,0.46948183,0.4668566,0.569442,0.5724486,0.67507374,0.6768167,0.6794127,0.6837206,,,,
0.38664526,,0.37724698,0.39163074,0.39242944,0.46957237,0.46683037,0.5689714,0.57244694,0.6748344,0.6790979,0.6773917,0.6811118,,,,
0.385647,,0.37697393,0.39037204,0.3926142,0.4685943,0.46560454,0.5683634,0.57142067,,0.67747855,0.67669433,0.6804049,,,,
0.38602036,,0.3767081,0.39016232,0.39345872,0.46878684,0.46629012,0.5700184,0.5725244,,0.6789837,0.6742135,0.6782798,,,,
0.38497013,,0.37620682,0.38847873,0.3924925,0.46855947,0.4657811,0.57003194,0.5732751,0.68220127,0.6770463,0.67910975,0.68478584,,,,
0.3851804,,0.37616342,0.38906425,0.3924582,0.4685617,0.46626326,0.5704619,0.5732153,0.68335664,0.6811423,0.6751363,0.68076897,,,,
0.3851863,0.3740728,0.37593138,0.38969475,0.39198864,0.46824202,0.4663361,0.56994414,0.5738888,,,0.6762861,0.6812787,,,,
0.3856895,0.37405092,0.37651157,0.3884127,0.39219767,0.46723124,0.4663335,0.5699452,0.5740435,,0.6810093,0.6765062,0.6814228,,,,
0.38683295,0.3751478,0.37724996,0.3877349,0.39158154,0.4680959,0.46638954,0.56967026,0.57549536,0.6844126,0.68480676,0.6770716,0.68290347,,,,
0.38699684,0.37644815,0.37681684,0.3874595,0.3916723,0.4673329,0.46631095,0.5694005,0.5771464,0.68203616,0.6873829,0.67925423,0.68446225,,,,
0.3861917,,0.37639913,0.38637424,0.3909878,0.46529981,0.46624273,0.5696963,0.5751684,0.68175995,0.6867749,0.68045306,0.6860473,,,,
0.3859846,,0.3758663,0.3872227,0.3914228,0.46596596,0.4666016,0.57006115,0.5760009,,0.6861131,0.680149,0.68618715,,,,
0.3884747,0.37811804,0.37787193,0.3878814,0.3920883,0.4651733,0.46561915,0.5661165,0.5736203,,0.6828818,0.67650986,0.6820625,,,,
0.38738966,,0.3769663,0.38738286,0.39055568,0.46568167,0.46488243,0.5700966,0.5749867,,0.68333447,0.6779,0.6823369,,,,
0.38568795,,0.37614867,0.38710964,0.39092153,0.46547365,0.4644409,0.5690789,0.5742964,,0.6781985,0.6766683,0.6816435,,,,
0.38536987,,0.3755901,0.38687,0.39039123,0.46560472,0.46493506,0.56959546,0.5739354,,0.6797029,0.679554,0.6855539,,,,
0.38520595,,0.3750975,0.38657045,0.390668,0.46628067,0.46626145,0.57028806,0.57611585,,0.6849004,0.68170834,0.6864206,,,,
0.38532293,,0.3759181,0.3863961,0.39130497,0.46618778,0.46574736,0.57008994,0.57548594,,0.68497795,0.6808314,0.6856684,,,,
0.38473928,,0.37520048,0.3856029,0.38897306,0.4661731,0.4651192,0.5694872,0.57278574,0.68518484,0.6796691,0.6760267,0.6803112,,,,
0.385934,0.3752371,0.3760144,0.388627,0.3922393,0.46907735,0.46766254,0.5707528,0.5766213,0.6909144,0.6855713,0.687143,0.6891152,,,,
0.38793227,0.37795287,0.37775612,0.39168155,0.39320862,0.47519732,0.4706213,0.57786864,0.5766052,,,0.68299216,0.6866964,,,,
0.38728115,,0.37718508,0.38887966,0.39220524,0.47026765,0.46805868,0.56932914,0.573279,,,0.6739322,0.67792857,,,,
0.38532215,0.37375402,0.3755512,0.38859186,0.39017707,0.46846133,0.46877998,0.5693319,0.5721153,,0.6828093,0.6746432,0.67894316,,,,
0.38448745,0.37360165,0.37555838,0.38790137,0.38676912,0.46610588,0.46596122,0.5616257,0.5708341,0.6638721,0.6805422,0.6711378,0.67343974,,,,
0.38278234,0.37070972,0.37400633,0.38374966,0.38599178,0.46352017,0.46490455,0.5633929,0.5709379,,0.68783915,0.67783093,0.68082994,,,,
0.38168424,0.36911568,0.36980194,0.3811745,0.37935263,0.4655047,0.46542844,0.58083725,0.58671916,,0.7019724,0.7044047,0.7065575,,,,
0.38268158,0.36784887,0.37019837,0.37890026,0.37993175,0.46483612,0.46681297,0.5846298,0.5917754,,0.7063586,0.71500987,0.7159807,,,,
0.37571725,0.36095124,0.36251432,0.37208956,0.37584883,0.46489677,0.46776247,0.5894588,0.5906017,0.7091857,0.7260937,0.7284553,0.7300452,,,,
,0.35257635,0.3545857,0.36917722,0.37183607,0.4544464,0.46234864,0.5854994,0.5891125,0.7154905,0.7229879,0.72829247,0.7304797,,,,
0.3467474,0.33444548,0.3366825,0.35254705,0.35573828,0.44074434,0.44564065,0.57476115,0.5807178,0.71003675,0.71888584,0.7207772,0.72634286,,,,
,0.31909186,0.3202053,0.3373806,0.33742934,0.4362315,0.44038844,0.5707307,0.5795083,0.7218966,0.7225907,0.7407791,0.7413044,,,,
0.3210802,0.3079502,0.3068928,0.3268386,0.3245104,0.42401034,0.42458436,0.56662047,0.5686208,0.70370114,0.7134584,0.7257904,0.72622025,,,,
0.30385655,,0.29079458,0.31357235,0.31202504,0.4163606,0.42109323,0.55962086,0.56681764,0.7095808,0.71353567,0.7279398,0.72758114,,,,
0.29135752,0.27700466,0.2766633,0.300591,0.30063006,0.40690434,0.41356707,0.55430937,0.5662782,0.69055545,0.70915675,0.7421088,0.7421179,,,,
0.2866834,0.2719404,0.27198514,0.29675603,0.29521418,0.40496868,0.41214472,0.55178285,0.5665777,0.6918594,0.69656295,0.73747385,0.73639214,,,,
0.2848332,0.26985332,0.26882088,0.2954128,0.29309773,0.4045672,0.4147732,0.55931544,0.56627774,0.69618785,0.69582355,0.7424435,0.74058217,,,,
0.27937502,0.26241356,0.26432708,0.2862885,0.28725255,0.40327168,0.40439516,0.57151,0.5665579,0.7215171,0.7207669,0.742591,0.7426221,,,,
0.2733053,0.25443867,0.25426847,0.27716845,0.27678272,0.39947748,0.39961416,0.57821774,0.5641329,0.7492179,,0.74271345,0.73987865,,,,
