nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
,,,,,0.31388387,,,0.4452393,,,0.5499822,0.5501895,,,,
,,,,,,,,,,0.57396424,,,0.7536944,0.75444233,,
,,,,,0.30788362,,0.45258474,0.44660336,,0.58386385,0.5704911,0.57041335,,,,
,,,,,0.3048332,,0.4500812,0.44629443,,0.5766596,0.57029796,0.56980944,,,,
,,,,,0.3021984,,0.44828266,0.4444726,,,0.5689319,0.56782734,,,,
,,,,,0.2999187,0.29562634,0.44865736,0.44809255,,0.58367085,0.57361364,0.57209516,,,,
,,,,,0.30197874,,0.45258135,,,,0.5721905,,,,,
,,,,,0.30010018,,0.44882393,0.4444885,,,0.5721697,0.5712667,,,,
,,,,,0.29810444,,,0.44509813,,,0.57460964,0.5728334,,,,
,,,,,0.28517914,0.2787032,,0.44323704,,0.5827125,0.5839025,0.57944715,,,,
,,,,,0.27720988,0.2703284,,0.43254003,,0.5676723,0.5633278,,,,,
,,,,,0.26634806,,0.42801523,0.42787552,,0.5795906,0.5639527,,,,,
,,,,,0.256366,0.25370666,0.41952395,0.42250586,,0.5803591,0.54823124,0.5497805,,,,
,,,,,0.2424643,,0.42293692,0.42168564,,0.58248293,0.57228065,0.56660706,,,,
,,,,,0.2355972,0.25341183,,0.42164084,,0.5837555,0.5937643,0.5881942,,,,
,,,,,0.2266684,0.23986161,0.4230289,0.41616344,,0.5805773,0.588225,0.58270293,,,,
,,,,,0.22306101,0.24767044,0.42174196,0.4154222,,0.5875447,0.5915579,0.5874013,,,,
,,,,,0.22035977,0.24051899,0.42270637,0.41826028,,0.5871208,0.5962487,0.5913617,,,,
,,,,,0.21197927,0.23953745,0.4197482,0.43136582,,0.59842813,0.60604805,0.6025937,,,,
,,,,,0.20668462,,0.4227934,0.4426669,0.58595896,0.6330827,0.6287992,0.6198274,,,,
,,,,,0.19956988,0.218571,0.41963336,0.4445501,,0.6473136,0.6344074,0.62248546,,,,
,,,,,,,0.40844446,0.44335422,,,0.6184912,0.6089424,,,,
,,,,,,,0.4076056,0.43160367,0.6026405,,0.6411997,0.6202648,,,,
,,,,,,,0.40030438,0.43980718,,,0.6562575,0.64215344,,,,
,,,,,,,0.40503114,,,,0.663762,0.6563542,,,,
,,,,,,,,0.45168468,,,0.6735673,0.67634416,,,,
,,,,,,,,0.4520006,,,,0.7520525,,,,
,,,,,,,,,,,,0.7613236,,,,
,,,,,,,,0.47950023,,,,,,,,
