nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
,0.4343477,0.43258852,0.44447893,0.4386582,0.5040467,,,,,,,,,,,
,0.4313661,0.4293778,,,0.50081754,0.49874216,,,,,,,,,,
,0.4300089,0.42978248,,0.43404076,0.49252832,0.49316978,,,,,0.6340097,0.636,,,,
,0.4290411,0.42863044,,0.43401644,0.49091214,0.49163216,,,,,0.631915,0.6350553,,,,
,0.42938167,0.4285881,0.43679297,0.43595752,0.4941396,0.49152076,,,0.6255226,,,0.6387829,,,,
,0.425658,0.4238547,0.43525898,0.43172592,0.49051058,0.4871534,,,0.631775,,,,,,,
0.44055125,0.43759128,0.4317877,0.44226083,,0.5000366,0.49090108,0.5582123,,0.6326618,,0.6404414,0.64146656,,,,
0.43882185,0.4354138,0.4310285,0.43850446,,,0.4939605,0.5525431,,0.63181174,,,0.6387534,,,,
0.43866462,0.4317157,0.4315849,0.43909094,0.44028932,,0.49863106,,,,,,0.63719714,,,,
0.44212744,0.4351407,0.43462187,,0.442736,0.49918693,0.50068253,,,,,0.6367531,,,,,
,0.43414065,0.43728924,0.4417846,0.4405745,0.49710608,0.49852344,,,,,0.6362177,0.6377263,,,,
0.44177294,0.43449336,0.4367457,,0.43997526,0.49710244,0.49702328,,,,,0.6376042,0.6382372,,,,
0.44511348,0.43789542,0.43575132,,0.44535527,0.500034,0.5017661,,,,,,,,,,
,0.43582913,0.43502092,,0.44012424,0.4958642,0.4990097,,,,,0.6396742,0.6421951,,,,
0.4456389,0.4381134,0.43501115,0.44468284,,,0.49159384,,,,,,0.63897777,,,,
0.4408159,0.43811366,0.4343596,0.44077405,,0.48983866,0.48575208,,,,,,0.63146186,,,,
0.43960404,0.43840075,0.4351332,0.44243777,,0.49031985,0.48667884,,,,,0.62991655,,,,,
0.44392812,,,0.44504064,0.44091928,,0.49955004,,,,,,,,,,
0.443407,,,0.44572484,0.4425223,,0.5042788,,,,,,,,,,
0.44372183,,,,,,,,,,,,,,,,
0.4398541,0.43779668,,,0.4393065,,0.4948148,,,,,,,,,,
0.44157887,,,0.44223565,0.4402116,,0.49624965,,,,,,,,,,
0.4424984,,0.43515715,0.4447276,0.4428907,,,,,,,,,,,,
0.43987763,0.43518353,0.43701535,0.4395418,0.43857226,0.48976037,0.4928531,,,,,,,,,,
0.438022,0.43431383,0.43583772,0.43857205,0.43727347,0.48679623,0.49226725,,,,,,,,,,
0.44319373,,0.43576667,0.44388503,0.44208142,0.49730492,,,,,,,,,,,
0.44301677,,0.4363063,,0.44076848,,0.49595758,,,,,,,,,,
0.44208407,,,0.4432491,0.44007736,,0.4964803,,,,,,,,,,
0.4396684,,,0.44163224,0.44011533,,0.4961666,,,,,,,,,,
0.4412763,0.4384027,,0.44128007,0.4411074,,,,,,,,,,,,
0.43774873,0.43290287,0.43430328,0.43869454,0.4374588,0.48831195,0.4931075,,,,,,,,,,
0.4379868,0.4365077,0.43252742,0.440709,0.43849474,,0.49320734,,,,,,,,,,
0.43951103,0.43714285,0.43228447,0.44126257,,,0.49434185,,,,,,,,,,
0.44113767,,0.4380436,0.44254208,0.4393903,,0.49245274,,,,,,,,,,
0.44078684,,,0.44243717,0.4384597,,0.49059057,,,,,,,,,,
0.44135994,,,0.4429835,0.4392173,,0.49093136,,,,,,,,,,
0.44601554,,,0.447291,,,0.5032866,,,,,,,,,,
0.4463682,0.44029891,,0.44840842,0.44750774,0.49903536,0.5032327,,,,,,,,,,
0.44230735,0.44023037,,0.44344705,0.44216058,0.49273163,0.49215147,,,,,,,,,,
0.44301292,,,0.4456935,,,0.4994598,,,,,,,,,,
0.4411026,0.4382651,0.43332133,0.4406491,,0.49361867,0.48965216,,,,,0.6316996,0.63226175,,,,
0.4453039,0.44228792,,0.44585523,,,0.499417,,,,,,,,,,
0.44652542,,,0.4460275,,,0.5003518,,,,,,,,,,
0.44458863,0.4372059,0.43826193,,0.443743,,0.5017032,,,,,,,,,,
0.44266647,0.4351191,0.43695587,,0.44004983,0.49688256,0.49785054,,,,,0.63618124,0.63804543,,,,
,,0.43599457,,,0.49358076,,,,,,,,,,,
,0.43039095,0.4302579,,0.43860018,0.49084878,0.497948,,,,,,,,,,
,0.43340465,0.43440259,,0.4407035,0.49863383,0.5035356,,,,,,,,,,
0.43730438,0.43267238,0.43368894,,0.43871415,0.4981688,0.4995477,,,,,0.63841975,0.6420666,,,,
0.4365223,0.4329897,0.43338084,,0.43849385,0.4926169,0.4945469,,,,,0.6338301,0.63576853,,,,
0.4346416,0.4304323,0.43191418,0.43897665,0.4372338,0.49090135,0.49276727,,,,,,0.63707256,,,,
0.43389952,0.4324914,0.43184718,0.43657094,0.43486416,0.48558587,0.48808396,,,,,0.63112485,0.63512653,,,,
0.43464062,0.43189293,0.4288532,0.43852136,0.43800372,0.4872243,0.490015,,,,,0.63746476,0.6389607,,,,
0.43691385,0.43632287,0.43219113,0.4400354,0.43699297,0.48862228,0.4872654,,,,,0.63865286,0.63902605,,,,
0.43564543,0.43429038,0.43339297,0.43846545,0.43757102,0.48390263,0.48758146,,,,,0.63649845,0.63804317,0.71914953,,,
0.43844956,0.43498418,0.434668,0.43954524,0.43839973,0.48712832,0.48967224,,,,,0.6347861,0.6368403,,,,
0.4339745,0.42932832,0.4267915,0.43473932,,0.48670274,0.4885581,,,,,0.6411953,0.6437827,,,,
,0.43193585,0.43234384,,0.4403244,0.48651493,0.48914737,,,,,0.6488777,0.6506629,,0.75475156,,
,0.43318582,0.43491086,,0.4428901,0.48858696,0.49029464,,,,,0.6428101,0.64437723,,,,
,0.43017375,0.43018275,,0.44225368,0.48883808,0.49078426,,,,,0.6367822,0.6386667,,,,
0.43663055,0.43215096,0.43034667,,0.44153076,0.48691076,0.4899143,,,,,0.63657665,0.63945705,,,,
