nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
0.4440106,0.4323609,0.43448848,0.4347199,0.43469772,0.50869167,0.50584406,0.5976084,0.6043789,,,0.6790404,0.6789905,,,,
0.43577263,0.42547452,0.4264962,0.4355439,,0.5111254,0.5078956,0.6085099,0.61219335,0.68958056,,0.69948524,0.7005187,,,,
0.43609092,0.4253381,0.4264626,,0.43622845,0.5112174,0.5083398,0.6101314,0.6151748,0.68985057,,0.70565194,0.70862305,,,,
,0.42616302,0.42595944,,0.43588418,0.5111728,0.50840116,0.6087971,0.6137184,0.68952453,,0.69930077,0.702827,,,,
,0.42557716,0.42562878,,0.4359952,0.51018834,0.50560254,0.6064768,0.61231065,,,0.69849443,0.70230794,,,,
0.43772054,0.42704493,0.42810652,,0.43671727,0.51133454,0.50656736,0.60962886,0.6141362,0.6910955,,0.7044376,0.70598733,,,,
0.43745583,0.4271718,0.42831406,,0.43606028,0.5104278,0.50525975,0.6057229,0.61010116,,,0.6988217,0.69968534,,,,
0.43714148,0.4266373,0.42791075,,,0.509664,0.5053165,0.60650116,0.612133,,,0.700858,0.70288366,,,,
0.4376003,0.42694366,0.4284743,0.43748233,,0.51102555,0.5055233,0.6081895,0.6117508,,,0.70117676,0.70288765,,,,
0.43872258,0.42761454,0.42932218,,0.43651873,0.51006067,0.5061195,0.6075826,0.6136811,,,0.7032014,0.70497155,,,,
,0.42697102,0.4278819,0.43628734,0.43461785,0.5091541,0.5048994,0.60544765,0.61295474,,,0.70446986,0.7062111,,,,
0.43853027,0.4280163,0.4295255,0.43608892,0.43583462,0.50960433,0.50742424,0.60541487,0.61209047,,,0.7038776,0.7062742,,,,
,0.42625615,0.42796215,0.4361853,0.43510497,0.5098558,0.5066699,0.6091436,0.61331314,,,0.7084169,0.711704,,,,
0.43763003,0.42689347,0.42873895,0.43641993,0.43520254,0.5097499,0.5071305,0.6081904,0.612726,,,0.7068535,0.70802706,,,,
,0.42697752,0.42844516,0.43598258,0.43519366,0.51007104,0.5054043,0.60894287,0.6128016,,,0.7078179,0.70818233,,,,
