nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,real_time
,,,,,0.19813278,0.18868415,0.6614419,0.661081,,0.9560246,0.9553667,0.9487279,,,,,0.044195175
,,,,,0.15522014,0.13991101,0.6567811,0.6750175,,,0.95389664,0.94258064,,,,,0.037439823
,,,,,0.14816369,0.12122568,0.6576718,0.6860647,,,0.9524925,0.9444046,,,,,0.035102844
,,,,,0.16256322,0.1281254,0.6603798,0.6824929,,,0.94386905,0.93146586,,,,,0.035448074
,,,,,0.19471996,0.17377843,0.6645725,0.66401905,,0.96280026,0.94451004,0.935983,,,,,0.050229073
,,,,,0.18796295,0.18710974,0.6612903,0.6674223,,0.9700974,0.9607673,0.9560071,,,,,0.064953804
,,,,,0.1788463,0.16721334,0.65515834,0.6509555,,0.9536264,0.962392,0.9548661,,,,,0.046522856
,,,,,0.19487995,0.1970093,0.6603531,0.6676726,,0.95852536,0.9492013,0.94002736,,,,,0.038980722
,,,,,0.19288021,0.1965695,0.6596577,0.6855676,,0.95256454,0.94763607,0.93877995,,,,,0.022282124
,,,,,0.21088007,0.21628268,0.6617264,0.6577413,,0.95617706,0.9554204,0.9419542,,,,,0.041679144
,,,,,0.24510224,0.24570137,0.6599376,0.66516984,0.97287303,0.9578874,0.9605567,0.9488801,,,,,0.063539982
,,,,,0.2569986,0.25836626,0.6688224,0.66919696,0.9838102,0.95885044,0.9519597,0.9397485,,,,,0.036207199
,,,,,0.2722897,0.26403597,0.65500003,0.66270936,0.9789719,0.9469272,0.9456155,0.9349839,,,,,0.025176764
,,,,,0.3036331,0.27103573,0.65425956,0.6303569,0.9775685,0.9366733,0.95482796,0.95624375,,,,,0.042130947
0.05194378,0.013166851,,0.05514799,0.031798735,0.33174494,0.29999918,0.6669724,0.6679269,0.97110146,0.9308143,0.96137553,0.9630432,,,,,0.041275024
0.054323725,0.002472295,0.006768227,0.049790382,0.03459186,0.33341545,0.309389,0.67108893,0.6641095,0.95626706,0.937118,0.97194165,0.9778877,,,,,0.033324003
