accX,accY,gyroX,gyroY,gyroZ
45.00000038242425,-44.999998087878765,-0.0703353,-0.06330177000000001,-0.08674687000000002
45.00000038242425,-44.999998087878765,-0.139748,-0.27562297,0.13374053000000002
45.00000038242425,-44.999998087878765,-0.39793488,-0.50960483,0.37175656000000007
45.00000038242425,-44.999998087878765,-0.35090664,-0.59974229,0.19148164000000006
77.72074550247723,85.7383140180259,0.42385616,-2.65286371,-0.31211417999999996
77.18953888092378,85.57186330781752,0.41629294,-2.8721970900000002,-0.55413722
76.81932146046924,85.44082739194289,-4.05043212,-6.544251839999999,-2.12464679
75.95746842386897,85.59092608179503,-38.177371120000004,2.2156041600000016,-1.32165999
75.1487131590863,85.56458730044415,-39.70538656,2.9582274400000017,-1.27889111
74.30448393309163,85.49913449635858,-42.08308447,3.573216850000002,-1.67843837
74.15509516371456,85.64566374139378,-45.774798860000004,3.4604036600000017,-0.92375703
62.92954112248064,85.6677237771487,-80.21062021,24.05248496,11.261819169999999
37.32557211460579,85.6677237771487,-83.86551761,27.341892620000003,13.22217323
-7.63988260250207,85.6677237771487,-84.02898455,27.719423410000005,12.8368583
-8.654624160668266,86.1873403169352,-62.26105501,17.80198833,5.650920169999999
-116.35864092548063,90.28797890597728,-71.61489097,-19.884481190000002,10.53118241
-172.7900827632149,94.58436985240719,-74.23448963,-23.936490410000005,11.54710403
-172.7900827632149,94.58970052984436,-74.25398183,-24.306842210000006,11.63676815
172.9114697136413,94.59826223465416,-73.5609224,-26.981190180000006,12.29067168
160.24077168558205,94.61117448977521,-75.51618011,-30.321909940000005,12.21652019
157.82360836334598,94.647127394948,-75.47668933,-38.81242764000001,33.42306905000001
154.05623679758708,93.92453924013947,-75.72436291,-37.87051751000001,35.45699451000001
149.1313756167431,93.21388293720261,-77.38810156,-39.58707326000001,37.68285801000001
149.1313756167431,93.21388293720261,-107.11897112,-27.309259180000012,24.69121753000001
168.80207123702382,92.96094542173368,-123.32651072,-31.21897268000001,29.41841658000001
176.89570477951787,92.54516205009344,-47.671383899999995,-51.714174260000014,1.0793724200000092
-145.2910104540412,91.89470779913157,-33.04910720999999,-47.24833484000001,-0.7794249399999913
-135.17514344520092,91.89470779913157,-19.376933239999985,-42.35788837000001,-0.25252128999999124
-130.45706923620313,92.54516205009344,16.37368726000002,-38.56450192000001,4.31669651000001
-134.77941254091184,92.96094542173368,26.385522100000017,-48.04878106000001,-7.918687909999991
-130.45706923620313,92.56345329205014,-82.45222957999998,-49.88450026000001,-3.0234367099999915
-126.77014826711205,92.24666359476203,-97.88853745999998,-50.37432379000001,-3.1333036699999917
-37.93242466218398,86.1464072247552,-111.71798875999998,-51.33012073000001,-1.4373984799999915
-19.142647915889274,83.74755520593442,-115.65645391999999,-51.25718619000001,-10.554215979999992
-19.142647915889274,83.73253186943253,-109.77198714999999,-48.15826582000001,-32.455574549999994
-23.558122345791705,84.89289482447998,-108.46633804999999,-48.02575218000001,-28.963450389999995
-32.734643631615654,86.4765313330089,-109.23998938999999,-48.61966634000001,-26.157987449999993
-32.734643631615654,86.46792177436703,-109.20316946,-55.35771353000001,-20.37725843999999
-81.13915115590987,85.28490669296326,-108.8644802,-55.65747299000001,-19.92567275999999
-84.81468458806359,83.94771468261553,-108.48938996,-56.05600637000001,-19.19112103999999
-86.70837426805119,85.03758617999125,-106.34966818,-58.49302039000001,-2.460609059999989
-87.85800662312914,85.73586465476245,-106.68581895999999,-63.01542100000001,16.22702907000001
-88.36198777703711,86.73728628945042,-203.99143681,-12.841594500000006,-27.27012287999999
-88.36198777703711,86.73728628945042,-216.76039294,-14.383520410000006,-30.964713079999992
-89.0099703976866,88.02697385770927,-276.35860336,-9.683648660000006,-37.21458334999999
-91.04216863824368,92.07686752646522,-274.63867151,-13.297395580000007,-37.21836341999999
-91.45576857509589,91.61958947882079,-276.03514687,-14.291625320000007,-36.88821842999999
-93.44925047389997,92.8490916686155,-276.64864059,-14.535498600000007,-37.17400742999999
-110.24981949910607,104.12491331343958,-277.15840607,-14.409959340000007,-37.14357366999999
-123.90649705504745,110.30180644651075,-250.69538851000002,-32.06622146000001,-45.18080678999999
-129.20370944834772,110.04911597746249,-250.9375813,-31.385775050000007,-44.79637378999999
-133.357288783804,111.82802367988887,-250.6350525,-33.31439615000001,-44.62241972999999
-133.80332393896487,111.90872577814139,-236.21243387,-57.23220510000001,-49.15421510999999
-133.80332393896487,111.82890693784718,-227.05682496,-68.26698046000001,-55.05518521999999
-134.27965683088257,111.30510125714923,-212.57512976,-2.136283660000018,-33.29697321999999
-132.1098541861164,109.28134500590683,-366.10539938000005,25.420431399999988,-83.43385372
-135.34297863494567,111.26514752122463,-357.44526678000005,8.842463279999986,-79.29819856
-135.64686307393666,111.47140237095404,-356.2822704000001,7.061017319999986,-78.3919171
-137.58169134870084,112.51343884735368,-355.8186944200001,5.772433239999986,-78.60799065
-138.3151652627226,112.11511135173416,-354.8213613700001,4.888522379999985,-79.02256831000001
-139.80513945893966,111.89260578055143,-353.9983917400001,3.788629319999985,-78.96406336000001
-140.54027271185834,111.93784666508577,-348.7851801700001,4.404362969999985,-62.339254810000014
-140.54027271185834,112.11511135173416,-353.0320819200001,4.5811570699999855,-63.423079510000015
-142.33171094032315,112.11511135173416,-349.08392407000014,1.5414249199999852,-54.05930691000002
-142.46550324147495,111.93784666508577,-278.6416700200001,-1.6965075400000154,-49.89133002000002
-142.82959320478878,111.89387250720269,-265.5257000200001,-3.473380540000015,-51.29116902000002
-142.66136407975748,111.17154628079872,-251.4280384000001,-3.227898870000015,-40.24449387000002
-143.89506820463356,109.65232273151767,-251.3375317600001,-3.6879742900000148,-39.68636959000002
-143.9933760509849,109.02354394698494,-251.6966716600001,-3.453588250000015,-38.49553729000002
-144.1195327845821,108.02704342649912,-251.9904578800001,-3.5326845400000146,-38.698927750000024
-141.95653017518208,106.08408040718301,-253.9476854600001,-4.021045000000015,-39.30843189000002
-133.2065705175681,101.62061596415407,-261.29627762000007,-2.312421720000015,-40.782686490000025
-133.2065705175681,101.58955954012319,-276.75739812000006,9.976797739999988,-51.391101930000026
-133.2065705175681,101.58955954012319,-287.44694412000007,7.304411239999988,-58.82533293000003
-133.2065705175681,101.58955954012319,-100.82304652000005,34.71781795999999,-3.950171330000032
-130.35598799033207,101.56686997859745,-93.05958508000005,32.65613567999999,1.5723311099999693
-131.34049623214815,101.96407707825641,-87.85878668000005,31.23120762999999,6.8865190099999705
-140.9157729221157,105.04636157925323,-30.08725230000004,-5.668704860000016,-6.807216220000031
-135.61234006648402,105.81501155012283,45.78330539999998,18.19352373999999,0.5921988799999705
-136.02104098398124,106.00630004585877,45.13758199999998,15.474483639999988,-0.5514317200000296
-136.02104098398124,106.03074251468978,42.38223863999998,12.648691159999988,0.3487514799999706
-137.13242493571067,105.81501155012283,40.966400579999984,11.546194309999988,0.6698295099999706
-137.02624043754426,105.23462522076306,38.759113259999985,9.468056779999987,0.5798160199999706
-133.4109628934561,103.47664024286034,-46.35065883000002,27.36861665999999,9.365870639999972
-130.29139362714966,102.12118617882125,-51.91602409000002,27.44438745999999,8.714241759999972
-133.4109628934561,103.46065572086395,-82.75487906000002,17.53330858999999,-0.8019734100000289
-133.4109628934561,103.46065572086395,-85.11943034000002,16.70336674999999,-2.430538530000029
-127.77972867897604,100.67186107895722,33.06685479999999,41.211396169999986,29.73186110999997
-128.05923854901525,100.63113427065024,33.84184089999999,38.44034830999998,30.752574509999967
-130.6783319813553,100.43234966701944,37.06506264999999,34.90045915999998,32.76567440999997
-135.99446743122706,100.28644111277421,36.924430409999985,29.908014639999983,28.124810489999966
-136.32738972398934,100.28644111277421,35.386514449999986,29.373257059999982,27.176298869999965
-143.0214069229314,100.28644111277421,34.522097049999985,28.803527409999983,26.669435939999964
-144.0920285816203,100.21929844238154,34.19419296999998,28.54588848999998,26.427411499999963
-137.28257505754027,98.0265134027852,32.816448489999985,26.594083809999983,27.384178499999962
-128.45074553439574,95.89070625328783,32.726271129999986,26.627900319999984,27.361634159999962
-118.44770608431969,94.20650879677248,34.15793618999999,23.869326179999984,25.61570115999996
-112.56851221009038,93.22935421537971,34.38008426999998,20.092808819999984,26.24512071999996
-107.08698218841995,92.65106044775995,35.320425419999985,18.351436319999983,24.57340311999996
-106.58265784622601,92.56870616121371,35.31646768999998,17.991282889999983,24.51007943999996
-105.56014057858161,92.56870616121371,35.328120169999984,17.556256969999982,24.49454279999996
-104.91316907815887,92.56870616121371,35.94440380999998,15.638930089999981,25.62439613999996
-104.48227363016414,92.56870616121371,38.25913895999998,27.782386799999983,-73.01893256000004
-104.33315214785725,92.58530239964685,39.77956982999998,29.711117519999984,-85.06572242000004
-104.32546801695212,92.67921596181664,41.71385574999998,33.115616729999985,-98.43023421000004
-103.0329380406799,93.03107076896832,48.18444714999998,26.788816249999986,-103.57075960000003
-97.20514125832132,93.28486429115735,48.482176819999985,26.374255949999984,-103.72904626000003
-97.48526797488876,95.44527099798566,48.531335019999986,25.799483149999983,-103.05217566000003
-98.35042602719825,99.98658629840482,58.55997636999999,36.452618649999984,-105.07259791000003
-98.22503802274481,109.12613580380997,59.52257436999999,38.62824664999999,-104.16478191000003
-98.21764477330115,127.59694254507998,61.35609703999999,41.93562442999999,-102.18270090000003
-97.82679661171278,152.7712969354813,61.81269772999999,43.28981621999999,-101.83146960000003
-97.55858083929719,-160.54189973523526,62.05885069999999,43.61411298999999,-101.60875977000003
-97.55291852682976,-145.77099802119113,52.055869249999986,71.00055283999998,-106.32926787000004
-97.55291852682976,-128.9021505863659,51.30541835999998,71.34372384999999,-107.76983189000003
-97.55291852682976,-122.66282645690688,50.12012550999998,67.72011427999999,-107.19411822000004
-97.10658572910309,-118.45100706429568,50.13608690999998,67.13353283,-106.75517972000003
-93.68880250758811,-103.61708595404386,50.649123209999985,59.13016654999999,-112.98002016000002
-93.22006829287764,-99.31120917361619,51.445848089999984,55.91007015999999,-114.87224175000003
-92.68749331340933,-97.3579985396932,51.97856180999998,55.21996374999999,-114.52113498000003
-92.68989795956533,-97.3579985396932,52.53389735999998,54.29046594999999,-114.26512923000003
-92.68989795956533,-97.3579985396932,52.924735359999985,53.98170392999999,-114.21041191000003
-92.68989795956533,-97.3579985396932,52.697850379999984,54.07167555999999,-113.93658521000003
-92.68749331340933,-97.3579985396932,50.68452409999998,53.84797263999999,-114.90596453000003
-92.85843176824301,-98.21257735973848,50.51089847999998,53.659249139999986,-114.84179854000003
-93.13014803885436,-99.29976972601384,50.42048087999998,53.94933893999998,-115.95318154000003
-93.11397841720174,-99.738128210545,45.80189228999998,50.303084789999986,-121.16211604000003
-93.32787967024709,-100.49146812361553,45.98093394999998,50.47434202999999,-121.63307345000003
-93.396344542956,-100.70286269156827,45.910871649999976,50.236908679999985,-121.97560025000003
-93.39446828577857,-100.91864488917031,45.88373740999997,50.56639587999999,-122.45626393000003
-93.36831427768459,-100.91864488917031,46.19575260999997,51.58434546999999,-122.63177248000004
-93.20709211183366,-100.42050996584183,51.066612729999974,46.51707969999999,-122.82817813000004
-93.04305247076256,-100.02260654842735,68.50417006999997,58.98736472999999,-74.96173587000004
-93.02566111563945,-100.32709310699911,75.08822656999997,62.79629054999999,-59.191446510000034
-92.94465869107061,-100.24033825905283,83.29146797999998,75.75764713999999,-35.58508100000003
-92.60171379339536,-99.26749562307558,133.68972259999998,104.09167607999998,-41.82062304000003
-91.52384172810241,-95.56929873207127,-23.27720990000003,85.61914654999998,-75.49416077000004
-89.65833497767392,-88.447083400201,-37.155387360000034,81.27946882999998,-80.07359969000004
-88.58892007763194,50.61154157239065,-100.38173544000003,61.49483206999999,-16.03756007000004
-87.67332415440275,86.39981035277816,-100.57687794000003,61.42848361999999,-16.84935287000004
-87.48341393921089,87.69582600321485,-98.63797426000004,60.73266737999999,-17.58035083000004
-87.40415769980123,87.95889134892752,-98.74298266000004,60.814340579999985,-17.64257803000004
-87.27128457821333,88.11862852371837,-98.46802700000003,62.11056011999999,-24.595028290000037
-89.03445432707669,89.3593493849076,-21.431398030000025,130.22242470999998,30.890716149999967
-89.36582282366659,89.57922973318858,-13.455403430000025,136.84827540999999,34.835789799999965
-89.36582282366659,89.5835631397972,-2.455870830000025,142.18911161,46.23951499999997
-91.08956083446874,90.68982176139458,1.613195499999975,145.20092293,49.27863548999997
-91.12821023509761,90.68687781639149,12.360855499999976,149.49607869,58.86163996999997
-91.12821023509761,90.6782540131047,3.183744899999974,150.87062389,35.33266036999997
-89.32911209815269,89.59670148795988,-1.4278043500000264,148.90177469999998,33.02876800999997
-89.32911209815269,89.59670148795988,-15.119065360000029,115.66550687999998,93.12722488999998
-89.10517372498282,89.61986251309844,-12.60520366000003,109.92844575999999,104.57406490999998
-89.44880910304443,89.79439062896785,-7.367798410000029,108.72796186,113.18537915999997
-86.79503461075129,88.86805111496545,-0.709988230000028,110.70122182,112.79305778999996
-80.40266264078447,86.84861534054795,9.721477989999972,110.68949668,111.07337058999997
-80.00388715363007,86.81848257199886,34.09882398999997,122.24907688,123.73386318999997
-79.66314804426614,86.90507930096032,35.26757541999997,115.9449025,128.55053574999997
-79.66314804426614,86.90507930096032,35.17411197999997,115.750187,128.21173077999995
-79.66314804426614,86.90507930096032,35.27574805999997,115.46091507999999,127.96545873999996
-74.70949723920381,85.36665566549897,73.75491759999997,137.33775664,137.20470735999996
-72.61602784501451,84.92488116750951,79.57829487999997,139.69763332000002,139.97550783999995
-71.34456173272397,84.92488116750951,83.03661519999997,137.89642482000002,133.67127808999996
-71.34456173272397,84.92488116750951,85.79107263999997,139.17205470000002,132.60260880999996
-71.34456173272397,84.92488116750951,90.37497881999997,141.10907601000002,130.06900003999996
-71.34456173272397,84.91728002752473,93.38536325999996,140.99940120000002,129.11596375999997
-55.92658224262186,86.41699675491145,98.59053917999996,140.21407218000002,126.22124857999997
-61.56173487954318,87.94909978538891,98.56013341999997,139.36651162,127.52489553999996
-60.8833410220002,89.0532648396831,97.77467965999998,140.00091658000002,129.51496347999995
-159.80369572361735,94.6112509132269,18.453224299999974,126.56323582000002,88.50611895999995
-163.61310625044,95.7613002072633,8.238552559999972,125.68076696000001,80.52602501999995
-163.61310625044,95.7613002072633,-6.70996319000003,120.24563026000001,69.83339516999995
-164.15025367545815,96.00010301031108,-96.63377976000004,105.28865389,50.87333509999994
-162.7428342628209,99.83246608757378,-99.45884662000005,104.03704199,55.164575899999946
-157.0258744129581,100.43335520824255,-99.71199497000005,103.53463988,55.15289212999995
-154.94797112335795,101.53866779014143,-102.12109110000004,103.51105982,54.79919122999995
-159.20749715232895,104.42625927356205,-107.51527710000005,103.62823982,53.947683229999946
-166.3431589821762,111.90081328345644,-154.01259566000004,93.78081454000001,59.42729890999995
-168.6004980690737,115.84828076529097,-157.94591813000005,92.92724896000001,60.373141849999946
-169.08829762587956,116.56240734561226,-161.00134925000006,91.73839472000002,61.319681849999945
-171.04199557238658,117.66439995975807,-164.30172101000005,89.30474903000001,61.14936449999995
-173.1739668818408,117.98647115778456,-168.53736137000004,84.51178757000001,60.92643605999995
179.51324136347907,118.3156120370704,-166.86575430000005,82.60137949000001,61.81341123999995
171.7884308810547,119.11922329751565,-166.56414810000004,82.48684549000001,61.38963543999995
167.03476240317184,119.0770498810943,-166.49000592000004,81.96394801000001,61.46767983999995
166.99644412637764,118.93327591097821,-164.39275545000004,78.00247490000001,59.03753246999995
165.5367227040869,118.6822306426956,-163.87075803000005,72.91110876,58.704664549999954
165.56154356645987,118.72549944964359,-160.30261275000004,66.98313916000001,61.25009302999995
165.56154356645987,118.45530779464697,-151.30476613000005,57.4108815,69.14824482999995
165.3839335971823,118.29740852737177,-154.74932137000005,55.19114076,71.62048578999995
165.29489134667992,117.81303388479762,-159.12960553000005,59.89842530000001,73.35054593999995
165.13639682085645,117.40889861960555,-159.33387295000006,63.435277850000006,71.50457369999995
163.14434397536894,114.54011679742786,-157.32097745000004,56.410683350000006,70.60082469999995
158.98391816827316,109.80208786487573,-155.47424333000004,55.76800439000001,70.27174209999994
154.90775407449524,106.45765832784471,-154.90890604000003,54.971220290000005,70.29071314999995
155.33099042784042,104.62263074302074,-152.41230424000003,57.751526840000004,70.61224519999995
152.89230860550867,103.17525450433733,-151.72084606,56.602875000000004,69.70919325999995
153.352100416048,103.28357693536901,-150.95870006,55.87845900000001,69.51677025999994
156.85931758000893,103.4556593480721,-149.09355860000002,54.43618362000001,68.78053020999994
159.0116442924078,103.4556593480721,-147.54409271000003,54.036564680000005,68.48647098999994
166.16920155998463,103.46482140601007,-146.63804911000003,52.83113276,68.85282774999995
171.7677397823187,103.8299600112081,-145.57853667000003,52.04920476,68.52050834999994
172.02823637552856,104.25997374011024,-165.82317843000004,100.97375568000001,67.28941526999995
172.08935909451543,104.31107036032512,-165.71717967000004,103.18458696,67.37648567999994
172.17274231152746,104.45902964610707,-165.75504827000003,103.27925846000001,68.38000357999995
172.17568938065602,104.44401595735104,-186.12922748000003,108.76321757000001,69.14267338999996
161.14695185622517,104.24490077247262,-187.57524646000002,109.43323160000001,69.28651820999995
156.2527812863411,104.18485170012066,-188.77877788,107.92692498000001,68.13975713999996
147.00464953897887,104.27738008471762,-188.49964322,107.14610235,67.79649694999996
143.60379598406038,104.27738008471762,-188.43885298,106.84595054,67.76230243999996
140.23201375124853,104.02572857785165,-188.47268398,106.67679554,67.66080943999995
135.61294285894317,103.38394127012232,-167.4368472,98.71625036,66.12253983999994
132.075988322092,101.87428373899554,-166.25369375999998,98.18055548000001,66.03775359999995
132.031278925749,101.85619554196411,-164.72789675999996,97.10307908000001,65.86068579999994
131.43473648946048,101.61703058246465,-164.08014475999997,96.62856308000002,65.71004579999995
130.5907477143779,101.28538455015291,-163.46176307999997,96.16100620000002,65.43479053999995
130.32443461649694,100.74620025932309,-163.71085499999998,96.06665320000002,65.38950109999995
129.0459773119896,100.15415278942399,-223.44949766999997,112.48581316000002,70.53045166999995
127.65010369709046,99.56188496094164,-229.36310172999998,108.07685392000002,67.48617028999995
128.27013734159175,99.4150284069448,-222.20609831,107.12022475000002,69.54115146999995
128.6355249452695,99.17089721249616,-221.3827658,106.33234675000001,69.12751551999995
131.09494923553237,97.68448908125166,-219.8127428,106.09587415000001,68.95306851999995
130.35011335118006,97.38382338534126,-138.7992214,86.96537115000001,59.637345319999945
130.74136363349686,97.32901801260516,-120.98389330999998,93.91740610000001,60.59054217999994
132.61167491401048,97.32901801260516,-100.95512069999998,70.28139314,51.58961863999994
132.6940785363365,97.32901801260516,-86.80067255999998,77.26863592000001,61.77315332999994
135.53786774783003,97.40186223522085,-84.09175907999997,77.28431704,63.60000380999994
147.55159645705785,97.98383754214194,-76.90193111999997,79.66919744,61.94231644999994
170.90998469602633,113.01310988699373,-12.332182239999966,48.48271484,93.08957076999995
179.87714431848204,114.92592633593117,-25.50209234999997,72.13912174000001,79.39003960999995
